Created Date,Descriptor,Incident Zip,City,Community Board,Borough
1/10/15,Clear Water With Organisms (Insects: Worms) (QE2),11212,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
1/11/15,unknown odor/taste in drinking water (QA6),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
1/12/15,Taste/Odor: Chlorine (QA1),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
1/13/15,unknown odor/taste in drinking water (QA6),11231,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
1/13/15,No Sampling Required: Requested Information (QG2),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
1/13/15,Taste/Odor: Sewer (QA5),11417,City-Ozone Park,09 QUEENS,Borough-QUEENS
1/13/15,Taste/Odor: Chemical (QA2),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
1/13/15,Clear Water With Other Particles (Use Comments) (QEZ),10075,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
1/14/15,Clear Water With Other Particles (Use Comments) (QEZ),10453,City-BRONX,05 BRONX,Borough-BRONX
1/15/15,Taste/Odor: Musty/Stale (QA4),11217,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
1/15/15,Taste/Odor: Chemical (QA2),11231,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
1/15/15,Cloudy Or Milky Water (QB1),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
1/16/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10473,City-BRONX,09 BRONX,Borough-BRONX
1/16/15,Taste/Odor: Sewer (QA5),10021,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
1/17/15,Cloudy Or Milky Water (QB1),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
4/20/15,Taste/Odor: Musty/Stale (QA4),10314,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
4/21/15,unknown odor/taste in drinking water (QA6),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
4/22/15,Clear Water With Other Particles (Use Comments) (QEZ),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
4/22/15,Taste/Odor: Sewer (QA5),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
4/22/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
4/22/15,Taste/Odor: Chemical (QA2),11411,City-Cambria Heights,13 QUEENS,Borough-QUEENS
4/22/15,Taste/Odor: Sewer (QA5),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
4/23/15,unknown odor/taste in drinking water (QA6),10466,City-BRONX,12 BRONX,Borough-BRONX
4/23/15,Other Water Problem (Use Comments) (QZZ),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
4/23/15,No Sampling Required: Requested Information (QG2),10456,City-BRONX,03 BRONX,Borough-BRONX
4/24/15,Taste/Odor: Chemical (QA2),11233,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
4/24/15,Clear Water With Other Particles (Use Comments) (QEZ),11226,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
4/24/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11210,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
4/25/15,Taste/Odor: Sewer (QA5),10459,City-BRONX,03 BRONX,Borough-BRONX
4/25/15,Clear Water With Other Particles (Use Comments) (QEZ),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
4/26/15,No Sampling Required: Requested Information (QG2),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
4/26/15,No Sampling Required: Requested Information (QG2),11201,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
4/27/15,Taste/Odor: Sewer (QA5),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
4/27/15,Taste/Odor: Bitter/Metallic (QA3),10010,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
4/27/15,Taste/Odor: Musty/Stale (QA4),11233,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
4/27/15,Taste/Odor: Bitter/Metallic (QA3),10462,City-BRONX,10 BRONX,Borough-BRONX
4/28/15,Taste/Odor: Sewer (QA5),11413,City-Springfield Gardens,13 QUEENS,Borough-QUEENS
4/28/15,Taste/Odor: Musty/Stale (QA4),10028,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
4/28/15,Taste/Odor: Musty/Stale (QA4),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
4/28/15,Cloudy Or Milky Water (QB1),11364,City-Oakland Gardens,11 QUEENS,Borough-QUEENS
4/30/15,Taste/Odor: Bitter/Metallic (QA3),11105,City-Astoria,01 QUEENS,Borough-QUEENS
4/30/15,Taste/Odor: Chemical (QA2),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
4/30/15,Taste/Odor: Chemical (QA2),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
5/1/15,Clear Water With Other Particles (Use Comments) (QEZ),11354,City-Flushing,07 QUEENS,Borough-QUEENS
5/1/15,Taste/Odor: Bitter/Metallic (QA3),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
5/1/15,unknown odor/taste in drinking water (QA6),10307,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
5/3/15,Taste/Odor: Chlorine (QA1),11218,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
5/4/15,Clear Water With Other Particles (Use Comments) (QEZ),10458,City-BRONX,06 BRONX,Borough-BRONX
5/4/15,Taste/Odor: Chlorine (QA1),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
5/4/15,Clear Water With Other Particles (Use Comments) (QEZ),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
5/6/15,unknown odor/taste in drinking water (QA6),11215,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
5/6/15,Clear Water With Other Particles (Use Comments) (QEZ),10306,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
5/8/15,unknown odor/taste in drinking water (QA6),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/8/15,Clear Water With Other Particles (Use Comments) (QEZ),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
5/9/15,Cloudy Or Milky Water (QB1),11426,City-Bellerose,13 QUEENS,Borough-QUEENS
5/11/15,Cloudy Or Milky Water (QB1),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
5/11/15,No Sampling Required: Requested Information (QG2),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
5/11/15,Taste/Odor: Musty/Stale (QA4),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/11/15,Taste/Odor: Musty/Stale (QA4),10473,City-BRONX,09 BRONX,Borough-BRONX
5/11/15,No Sampling Required: Requested Information (QG2),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
5/11/15,Taste/Odor: Sewer (QA5),10457,City-BRONX,04 BRONX,Borough-BRONX
5/12/15,Other Water Problem (Use Comments) (QZZ),11415,City-Kew Gardens,09 QUEENS,Borough-QUEENS
5/12/15,Clear Water With Other Particles (Use Comments) (QEZ),10023,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/13/15,unknown odor/taste in drinking water (QA6),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
5/13/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11238,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
5/13/15,Taste/Odor: Chemical (QA2),11238,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
5/13/15,Cloudy Or Milky Water (QB1),10028,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
5/14/15,Taste/Odor: Chlorine (QA1),11231,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
5/14/15,Taste/Odor: Chlorine (QA1),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
5/15/15,unknown odor/taste in drinking water (QA6),10304,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
5/15/15,Taste/Odor: Chemical (QA2),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
5/16/15,Taste/Odor: Chemical (QA2),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/18/15,Taste/Odor: Musty/Stale (QA4),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
5/19/15,Clear Water With Other Particles (Use Comments) (QEZ),11230,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
5/20/15,Taste/Odor: Chemical (QA2),10009,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
5/20/15,Cloudy Or Milky Water (QB1),11204,City-BROOKLYN,11 BROOKLYN,Borough-BROOKLYN
5/20/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11360,City-Bayside,11 QUEENS,Borough-QUEENS
5/21/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11385,City-Ridgewood,05 QUEENS,Borough-QUEENS
5/21/15,Taste/Odor: Musty/Stale (QA4),10305,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
5/21/15,Taste/Odor: Chlorine (QA1),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
5/22/15,Cloudy Or Milky Water (QB1),11374,City-Rego Park,06 QUEENS,Borough-QUEENS
5/22/15,No Sampling Required: Requested Information (QG2),10026,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
5/23/15,No Sampling Required: Requested Information (QG2),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
5/23/15,Oil: Grease In Water (QD1),11233,City-BROOKLYN,16 BROOKLYN,Borough-BROOKLYN
5/23/15,No Sampling Required: Requested Information (QG2),11237,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
5/23/15,Taste/Odor: Sewer (QA5),11106,City-Astoria,01 QUEENS,Borough-QUEENS
5/24/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10016,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
5/24/15,Clear Water With Other Particles (Use Comments) (QEZ),11417,City-Ozone Park,10 QUEENS,Borough-QUEENS
5/25/15,unknown odor/taste in drinking water (QA6),11224,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
5/26/15,unknown odor/taste in drinking water (QA6),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
5/26/15,Taste/Odor: Chlorine (QA1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
5/27/15,Taste/Odor: Musty/Stale (QA4),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
5/27/15,unknown odor/taste in drinking water (QA6),11201,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
5/27/15,unknown odor/taste in drinking water (QA6),10474,City-BRONX,02 BRONX,Borough-BRONX
5/27/15,Taste/Odor: Chemical (QA2),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
5/27/15,unknown odor/taste in drinking water (QA6),10474,City-BRONX,02 BRONX,Borough-BRONX
5/27/15,Taste/Odor: Sewer (QA5),11356,City-College Point,07 QUEENS,Borough-QUEENS
5/28/15,Taste/Odor: Sewer (QA5),10469,City-BRONX,12 BRONX,Borough-BRONX
5/28/15,Taste/Odor: Chemical (QA2),11217,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
5/28/15,Taste/Odor: Chlorine (QA1),10305,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
5/29/15,No Sampling Required: Requested Information (QG2),10475,City-BRONX,12 BRONX,Borough-BRONX
5/30/15,unknown odor/taste in drinking water (QA6),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
5/30/15,Taste/Odor: Bitter/Metallic (QA3),10303,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
5/30/15,No Sampling Required: Requested Information (QG2),10473,City-BRONX,09 BRONX,Borough-BRONX
5/30/15,Clear Water With Organisms (Insects: Worms) (QE2),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
5/30/15,Taste/Odor: Chlorine (QA1),10464,City-BRONX,10 BRONX,Borough-BRONX
5/31/15,Cloudy Or Milky Water (QB1),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
5/31/15,Clear Water With Other Particles (Use Comments) (QEZ),11691,City-Far Rockaway,14 QUEENS,Borough-QUEENS
5/31/15,Taste/Odor: Chemical (QA2),10471,City-BRONX,08 BRONX,Borough-BRONX
6/1/15,No Sampling Required: Requested Information (QG2),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/2/15,Taste/Odor: Chlorine (QA1),10031,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
6/2/15,unknown odor/taste in drinking water (QA6),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/3/15,No Sampling Required: Requested Information (QG2),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
6/3/15,Oil: Grease In Water (QD1),10469,City-BRONX,11 BRONX,Borough-BRONX
6/3/15,unknown odor/taste in drinking water (QA6),10002,City-NEW YORK,03 MANHATTAN,Borough-MANHATTAN
6/3/15,No Sampling Required: Requested Information (QG2),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/3/15,unknown odor/taste in drinking water (QA6),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/4/15,Clear Water With Organisms (Insects: Worms) (QE2),11214,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
6/4/15,unknown odor/taste in drinking water (QA6),10030,City-NEW YORK,10 MANHATTAN,Borough-MANHATTAN
6/4/15,Cloudy Or Milky Water (QB1),11355,City-Flushing,07 QUEENS,Borough-QUEENS
6/5/15,Cloudy Or Milky Water (QB1),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
6/5/15,No Sampling Required: Requested Information (QG2),10304,City-STATEN ISLAND,02 STATEN ISLAND,Borough-STATEN ISLAND
6/5/15,Taste/Odor: Sewer (QA5),10466,City-BRONX,12 BRONX,Borough-BRONX
6/7/15,Cloudy Or Milky Water (QB1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
6/8/15,Cloudy Or Milky Water (QB1),10022,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
6/8/15,No Sampling Required: Requested Information (QG2),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
6/9/15,Clear Water With Other Particles (Use Comments) (QEZ),10471,City-BRONX,08 BRONX,Borough-BRONX
5/26/15,Clear Water With Other Particles (Use Comments) (QEZ),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
6/9/15,unknown odor/taste in drinking water (QA6),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
6/9/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11364,City-Oakland Gardens,11 QUEENS,Borough-QUEENS
6/9/15,Taste/Odor: Sewer (QA5),10469,City-BRONX,12 BRONX,Borough-BRONX
6/9/15,Taste/Odor: Chemical (QA2),11215,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
6/9/15,Cloudy Or Milky Water (QB1),10461,City-BRONX,11 BRONX,Borough-BRONX
6/9/15,Cloudy Or Milky Water (QB1),11363,City-Little Neck,11 QUEENS,Borough-QUEENS
6/9/15,Taste/Odor: Sewer (QA5),11363,City-Little Neck,11 QUEENS,Borough-QUEENS
6/10/15,Cloudy Or Milky Water (QB1),10027,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
6/10/15,Taste/Odor: Chlorine (QA1),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
6/10/15,Defective Water Sampling Station (QSS),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/10/15,Clear Water With Other Particles (Use Comments) (QEZ),11378,City-Maspeth,05 QUEENS,Borough-QUEENS
6/10/15,Taste/Odor: Bitter/Metallic (QA3),11213,City-BROOKLYN,09 BROOKLYN,Borough-BROOKLYN
6/10/15,Cloudy Or Milky Water (QB1),10307,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/10/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
6/10/15,Clear Water With Other Particles (Use Comments) (QEZ),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
6/10/15,Defective Water Sampling Station (QSS),10024,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
6/11/15,Oil: Grease In Water (QD1),11223,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
6/11/15,No Sampling Required: Requested Information (QG2),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
6/11/15,Taste/Odor: Musty/Stale (QA4),10010,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
6/11/15,Clear Water With Other Particles (Use Comments) (QEZ),11210,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
6/12/15,Taste/Odor: Chlorine (QA1),11229,City-BROOKLYN,15 BROOKLYN,Borough-BROOKLYN
6/12/15,Taste/Odor: Chemical (QA2),11429,City-Queens Village,13 QUEENS,Borough-QUEENS
6/12/15,Taste/Odor: Sewer (QA5),11235,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
6/12/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10308,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
6/12/15,Taste/Odor: Sewer (QA5),11362,City-Little Neck,11 QUEENS,Borough-QUEENS
1/19/15,Clear Water With Other Particles (Use Comments) (QEZ),11101,City-Long Island City,01 QUEENS,Borough-QUEENS
1/20/15,unknown odor/taste in drinking water (QA6),10128,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
1/20/15,Clear Water With Other Particles (Use Comments) (QEZ),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
1/22/15,unknown odor/taste in drinking water (QA6),11212,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
1/22/15,Cloudy Or Milky Water (QB1),11367,City-Flushing,08 QUEENS,Borough-QUEENS
1/23/15,No Sampling Required: Requested Information (QG2),11210,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
1/23/15,Taste/Odor: Chemical (QA2),11210,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
1/24/15,Cloudy Or Milky Water (QB1),11222,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
1/24/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10069,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
1/24/15,Cloudy Or Milky Water (QB1),11218,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
1/25/15,Taste/Odor: Sewer (QA5),11040,City-New Hyde Park,13 QUEENS,Borough-QUEENS
1/25/15,No Sampling Required: Requested Information (QG2),10069,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
1/26/15,Clear Water With Other Particles (Use Comments) (QEZ),10011,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
1/26/15,Cloudy Or Milky Water (QB1),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
1/27/15,Taste/Odor: Chemical (QA2),11377,City-Woodside,02 QUEENS,Borough-QUEENS
1/29/15,Cloudy Or Milky: Other (Use Comments) (QBZ),10065,City-NEW YORK,08 MANHATTAN,Borough-MANHATTAN
1/29/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
2/1/15,Taste/Odor: Sewer (QA5),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/2/15,Taste/Odor: Chlorine (QA1),11418,City-Richmond Hill,09 QUEENS,Borough-QUEENS
2/2/15,Cloudy Or Milky Water (QB1),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
2/2/15,Cloudy Or Milky Water (QB1),10467,City-BRONX,07 BRONX,Borough-BRONX
2/3/15,No Sampling Required: Requested Information (QG2),10456,City-BRONX,04 BRONX,Borough-BRONX
2/3/15,Taste/Odor: Bitter/Metallic (QA3),11361,City-Bayside,11 QUEENS,Borough-QUEENS
2/3/15,Cloudy Or Milky Water (QB1),11412,City-Saint Albans,12 QUEENS,Borough-QUEENS
2/3/15,Taste/Odor: Musty/Stale (QA4),10010,City-NEW YORK,05 MANHATTAN,Borough-MANHATTAN
2/3/15,Cloudy Or Milky Water (QB1),11214,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
2/4/15,No Sampling Required: Requested Information (QG2),11357,City-Whitestone,07 QUEENS,Borough-QUEENS
2/4/15,Taste/Odor: Sewer (QA5),10007,City-NEW YORK,01 MANHATTAN,Borough-MANHATTAN
2/5/15,Cloudy Or Milky Water (QB1),11236,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
2/5/15,Cloudy Or Milky Water (QB1),11220,City-BROOKLYN,10 BROOKLYN,Borough-BROOKLYN
2/6/15,No Sampling Required: Requested Information (QG2),10472,City-BRONX,09 BRONX,Borough-BRONX
2/6/15,Other Water Problem (Use Comments) (QZZ),11218,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
2/7/15,Taste/Odor: Chlorine (QA1),10456,City-BRONX,03 BRONX,Borough-BRONX
2/8/15,Taste/Odor: Sewer (QA5),11213,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
2/8/15,Clear Water With Other Particles (Use Comments) (QEZ),10312,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
2/10/15,Cloudy Or Milky Water (QB1),10466,City-BRONX,12 BRONX,Borough-BRONX
2/11/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11234,City-BROOKLYN,18 BROOKLYN,Borough-BROOKLYN
2/11/15,Clear Water With Other Particles (Use Comments) (QEZ),11219,City-BROOKLYN,12 BROOKLYN,Borough-BROOKLYN
2/11/15,Taste/Odor: Chemical (QA2),11231,City-BROOKLYN,06 BROOKLYN,Borough-BROOKLYN
2/11/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11203,City-BROOKLYN,17 BROOKLYN,Borough-BROOKLYN
2/11/15,Taste/Odor: Bitter/Metallic (QA3),11211,City-BROOKLYN,01 BROOKLYN,Borough-BROOKLYN
2/12/15,Cloudy Or Milky Water (QB1),11355,City-Flushing,07 QUEENS,Borough-QUEENS
2/13/15,Cloudy Or Milky Water (QB1),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
2/13/15,No Sampling Required: Requested Information (QG2),11354,City-Flushing,07 QUEENS,Borough-QUEENS
2/16/15,Clear Water With Other Particles (Use Comments) (QEZ),11218,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
2/17/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11235,City-BROOKLYN,13 BROOKLYN,Borough-BROOKLYN
2/18/15,Clear Water With Other Particles (Use Comments) (QEZ),11435,City-Jamaica,12 QUEENS,Borough-QUEENS
2/19/15,Taste/Odor: Bitter/Metallic (QA3),10465,City-BRONX,10 BRONX,Borough-BRONX
2/19/15,Taste/Odor: Bitter/Metallic (QA3),11372,City-Jackson Heights,03 QUEENS,Borough-QUEENS
2/19/15,Taste/Odor: Sewer (QA5),10469,City-BRONX,12 BRONX,Borough-BRONX
2/19/15,Cloudy Or Milky Water (QB1),10465,City-BRONX,10 BRONX,Borough-BRONX
2/20/15,Taste/Odor: Sewer (QA5),10463,City-BRONX,08 BRONX,Borough-BRONX
2/20/15,Clear Water With Other Particles (Use Comments) (QEZ),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
6/16/11,Cloudy Or Milky Water (QB1),11357,City-WHITESTONE,07 QUEENS,Borough-QUEENS
2/22/15,Clear Water With Other Particles (Use Comments) (QEZ),11232,City-BROOKLYN,07 BROOKLYN,Borough-BROOKLYN
2/22/15,Taste/Odor: Musty/Stale (QA4),11375,City-Forest Hills,06 QUEENS,Borough-QUEENS
2/23/15,Clear Water With Other Particles (Use Comments) (QEZ),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
2/23/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11238,City-BROOKLYN,02 BROOKLYN,Borough-BROOKLYN
2/24/15,Taste/Odor: Musty/Stale (QA4),10009,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
2/24/15,Taste/Odor: Chlorine (QA1),11365,City-Fresh Meadows,08 QUEENS,Borough-QUEENS
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
2/25/15,Taste/Odor: Chlorine (QA1),10016,City-NEW YORK,06 MANHATTAN,Borough-MANHATTAN
2/25/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
2/26/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
2/26/15,Taste/Odor: Chlorine (QA1),11217,City-BROOKLYN,08 BROOKLYN,Borough-BROOKLYN
2/26/15,Defective Water Sampling Station (QSS),10036,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
2/28/15,unknown odor/taste in drinking water (QA6),10302,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
2/28/15,Cloudy Or Milky Water (QB1),10029,City-NEW YORK,11 MANHATTAN,Borough-MANHATTAN
3/3/15,No Sampling Required: Requested Information (QG2),10027,City-NEW YORK,09 MANHATTAN,Borough-MANHATTAN
3/3/15,Clear Water With Other Particles (Use Comments) (QEZ),10301,City-STATEN ISLAND,01 STATEN ISLAND,Borough-STATEN ISLAND
3/4/15,Clear Water With Other Particles (Use Comments) (QEZ),11426,City-Bellerose,13 QUEENS,Borough-QUEENS
3/4/15,unknown odor/taste in drinking water (QA6),10019,City-NEW YORK,04 MANHATTAN,Borough-MANHATTAN
3/4/15,Cloudy Or Milky Water (QB1),10452,City-BRONX,04 BRONX,Borough-BRONX
3/4/15,Cloudy Or Milky: Other (Use Comments) (QBZ),11221,City-BROOKLYN,03 BROOKLYN,Borough-BROOKLYN
3/4/15,Cloudy Or Milky Water (QB1),11428,City-Queens Village,13 QUEENS,Borough-QUEENS
3/6/15,No Sampling Required: Requested Information (QG2),11420,City-South Ozone Park,10 QUEENS,Borough-QUEENS
3/8/15,Taste/Odor: Chlorine (QA1),11694,City-Rockaway Park,14 QUEENS,Borough-QUEENS
3/10/15,unknown odor/taste in drinking water (QA6),10013,City-NEW YORK,02 MANHATTAN,Borough-MANHATTAN
3/10/15,Defective Water Sampling Station (QSS),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
3/10/15,Defective Water Sampling Station (QSS),10306,City-STATEN ISLAND,03 STATEN ISLAND,Borough-STATEN ISLAND
3/11/15,Cloudy Or Milky Water (QB1),11230,City-BROOKLYN,14 BROOKLYN,Borough-BROOKLYN
3/12/15,unknown odor/taste in drinking water (QA6),10025,City-NEW YORK,07 MANHATTAN,Borough-MANHATTAN
3/12/15,Taste/Odor: Musty/Stale (QA4),11420,City-South Ozone Park,10 QUEENS,Borough-QUEENS
3/12/15,Taste/Odor: Sewer (QA5),10456,City-BRONX,03 BRONX,Borough-BRONX
3/13/15,unknown odor/taste in drinking water (QA6),11207,City-BROOKLYN,04 BROOKLYN,Borough-BROOKLYN
